trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1461,False,"{'a': 0.5, 'e': 0.7216662369658758}",30,11,-43.71720483694139,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
1462,False,"{'a': 0.5, 'e': 0.7213038652773925}",35,0,-92.41322268536844,"{0: 27, 1: 3, 2: 4, 3: 0, 4: 1}",0
1463,False,"{'a': 0.5, 'e': 0.720941296039814}",20,3,-9.004444764468374,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
1464,False,"{'a': 0.5, 'e': 0.72057852935244}",20,0,-74.6439071534492,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1465,False,"{'a': 0.5, 'e': 0.7202155653146242}",20,0,-65.23621946637965,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
1466,False,"{'a': 0.5, 'e': 0.7198524040257743}",20,0,-112.53151804323548,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
1467,False,"{'a': 0.5, 'e': 0.7194890455853521}",20,10,23.951150575172914,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1468,False,"{'a': 0.5, 'e': 0.7191254900928734}",20,0,-71.7986094008678,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
1469,False,"{'a': 0.5, 'e': 0.7187617376479082}",25,0,-63.99717004668292,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1470,False,"{'a': 0.5, 'e': 0.71839778835008}",20,0,-179.43997144770165,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
1471,False,"{'a': 0.5, 'e': 0.7180336422990663}",25,0,-153.99269751422054,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
1472,False,"{'a': 0.5, 'e': 0.7176692995945989}",20,0,-76.04211100862221,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1473,False,"{'a': 0.5, 'e': 0.717304760336463}",20,0,-61.92559383869791,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
1474,False,"{'a': 0.5, 'e': 0.7169400246244978}",25,0,-121.66449931030418,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
1475,False,"{'a': 0.5, 'e': 0.7165750925585963}",25,0,-28.22017559428201,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1476,False,"{'a': 0.5, 'e': 0.7162099642387054}",35,0,-30.091973711412926,"{0: 26, 1: 3, 2: 6, 3: 0, 4: 0}",1
1477,False,"{'a': 0.5, 'e': 0.7158446397648256}",20,0,-132.98214090873458,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
1478,False,"{'a': 0.5, 'e': 0.715479119237011}",35,0,-79.86764594540166,"{0: 29, 1: 3, 2: 1, 3: 1, 4: 1}",0
1479,False,"{'a': 0.5, 'e': 0.7151134027553696}",20,0,-103.30367060735203,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1480,False,"{'a': 0.5, 'e': 0.7147474904200632}",30,0,-81.47554533290185,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
1481,False,"{'a': 0.5, 'e': 0.7143813823313069}",30,0,-151.4573862307137,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
1482,False,"{'a': 0.5, 'e': 0.7140150785893695}",25,0,-71.99695001831239,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
1483,False,"{'a': 0.5, 'e': 0.7136485792945737}",25,0,-154.77451070690867,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
1484,False,"{'a': 0.5, 'e': 0.7132818845472952}",20,0,-120.17435564180907,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
1485,False,"{'a': 0.5, 'e': 0.7129149944479637}",20,0,-79.01495199308042,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
1486,False,"{'a': 0.5, 'e': 0.7125479090970623}",20,0,-29.13308777990748,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1487,False,"{'a': 0.5, 'e': 0.7121806285951274}",25,0,-189.55611867624833,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
1488,False,"{'a': 0.5, 'e': 0.7118131530427491}",25,0,-107.15522147511093,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
1489,False,"{'a': 0.5, 'e': 0.7114454825405707}",20,0,-117.97989044422796,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
1490,False,"{'a': 0.5, 'e': 0.7110776171892889}",20,0,-118.83208188485219,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1491,False,"{'a': 0.5, 'e': 0.7107095570896539}",20,0,-26.273442975584757,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1492,False,"{'a': 0.5, 'e': 0.7103413023424692}",25,0,-72.86765234986626,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
1493,False,"{'a': 0.5, 'e': 0.7099728530485916}",20,11,50.26751750080189,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.5, 'e': 0.7096042093089312}",25,0,-265.27387696462307,"{0: 13, 1: 3, 2: 1, 3: 4, 4: 4}",0
1495,False,"{'a': 0.5, 'e': 0.7092353712244513}",25,0,-91.71719353839305,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
1496,False,"{'a': 0.5, 'e': 0.7088663388961683}",25,0,-48.20725306791403,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1497,False,"{'a': 0.5, 'e': 0.7084971124251523}",20,0,-90.54858727962701,"{0: 12, 1: 4, 2: 1, 3: 3, 4: 0}",0
1498,False,"{'a': 0.5, 'e': 0.7081276919125259}",20,0,-26.573856379623493,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1499,False,"{'a': 0.5, 'e': 0.7077580774594654}",20,4,4.204244552834147,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
1500,False,"{'a': 0.5, 'e': 0.7073882691671998}",25,0,-87.23655573059938,"{0: 15, 1: 7, 2: 1, 3: 2, 4: 0}",0
1501,False,"{'a': 0.5, 'e': 0.7070182671370113}",30,0,-189.74058136480954,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
1502,False,"{'a': 0.5, 'e': 0.7066480714702356}",25,0,-118.09680801206572,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
1503,False,"{'a': 0.5, 'e': 0.7062776822682607}",20,0,-66.1566079232435,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1504,False,"{'a': 0.5, 'e': 0.705907099632528}",20,0,-134.53806819990245,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1505,False,"{'a': 0.5, 'e': 0.7055363236645321}",35,0,-155.22244164830744,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
1506,False,"{'a': 0.5, 'e': 0.7051653544658201}",25,0,-115.04335641884346,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
1507,False,"{'a': 0.5, 'e': 0.7047941921379922}",20,2,8.99739422750583,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
1508,False,"{'a': 0.5, 'e': 0.7044228367827017}",25,4,-21.908467189418737,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 0}",1
1509,False,"{'a': 0.5, 'e': 0.7040512885016544}",30,0,-68.47827176521798,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
1510,False,"{'a': 0.5, 'e': 0.7036795473966091}",25,0,-47.08557604146893,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",1
1511,False,"{'a': 0.5, 'e': 0.7033076135693777}",20,0,-100.18912835949448,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1512,False,"{'a': 0.5, 'e': 0.7029354871218241}",20,0,-53.32114565429134,"{0: 11, 1: 8, 2: 1, 3: 0, 4: 0}",0
1513,False,"{'a': 0.5, 'e': 0.7025631681558658}",30,0,-119.61293700771934,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
1514,False,"{'a': 0.5, 'e': 0.7021906567734729}",20,0,-80.86248261738467,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1515,False,"{'a': 0.5, 'e': 0.7018179530766675}",25,0,-121.16239328857122,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
1516,False,"{'a': 0.5, 'e': 0.7014450571675253}",20,0,-172.8259135088522,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
1517,False,"{'a': 0.5, 'e': 0.7010719691481738}",25,0,-153.27695794499857,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
1518,False,"{'a': 0.5, 'e': 0.7006986891207937}",20,0,-146.1423661124842,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
1519,False,"{'a': 0.5, 'e': 0.7003252171876183}",30,0,-133.67210144584737,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
1520,False,"{'a': 0.5, 'e': 0.699951553450933}",25,0,-62.14537512758337,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1521,False,"{'a': 0.5, 'e': 0.6995776980130759}",20,0,-122.92718118986518,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1522,False,"{'a': 0.5, 'e': 0.6992036509764381}",20,0,-78.20462292418313,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
1523,False,"{'a': 0.5, 'e': 0.6988294124434623}",25,0,-141.9218667106868,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
1524,False,"{'a': 0.5, 'e': 0.6984549825166445}",25,0,-38.36346247934689,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
1525,False,"{'a': 0.5, 'e': 0.6980803612985326}",25,0,-30.049361853719343,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1526,False,"{'a': 0.5, 'e': 0.6977055488917269}",20,0,-77.8988680580925,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1527,False,"{'a': 0.5, 'e': 0.6973305453988803}",30,0,-135.1547227130882,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
1528,False,"{'a': 0.5, 'e': 0.6969553509226979}",20,0,-43.927035722431626,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1529,False,"{'a': 0.5, 'e': 0.6965799655659372}",25,0,-124.12303851467591,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
1530,False,"{'a': 0.5, 'e': 0.6962043894314078}",20,13,0.44511361698033625,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 1}",1
1531,False,"{'a': 0.5, 'e': 0.6958286226219716}",20,16,49.968952174819016,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.5, 'e': 0.695452665240543}",20,0,-82.58292394312447,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1533,False,"{'a': 0.5, 'e': 0.6950765173900884}",35,8,-96.87595358600497,"{0: 18, 1: 0, 2: 6, 3: 2, 4: 1}",1
1534,False,"{'a': 0.5, 'e': 0.6947001791736258}",20,0,-54.989075333619574,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1535,False,"{'a': 0.5, 'e': 0.6943236506942264}",20,0,-56.80511261618747,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
1536,False,"{'a': 0.5, 'e': 0.693946932055013}",20,0,-151.87507365093552,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
1537,False,"{'a': 0.5, 'e': 0.6935700233591601}",30,0,-128.13238494130346,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
1538,False,"{'a': 0.5, 'e': 0.6931929247098948}",30,0,-146.5242422059475,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
1539,False,"{'a': 0.5, 'e': 0.6928156362104962}",25,10,1.9333506938355,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
1540,False,"{'a': 0.5, 'e': 0.6924381579642949}",25,0,-103.827023843071,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
1541,False,"{'a': 0.5, 'e': 0.6920604900746742}",25,0,-71.32433839469076,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1542,False,"{'a': 0.5, 'e': 0.6916826326450685}",20,0,-165.52990474427733,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
1543,False,"{'a': 0.5, 'e': 0.6913045857789648}",20,0,-112.97807533563423,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1544,False,"{'a': 0.5, 'e': 0.6909263495799017}",20,0,-174.05551309739909,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
1545,False,"{'a': 0.5, 'e': 0.6905479241514698}",25,5,-27.010657560216785,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
1546,False,"{'a': 0.5, 'e': 0.6901693095973112}",20,0,-54.69502267111464,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
1547,False,"{'a': 0.5, 'e': 0.6897905060211201}",25,6,1.2740055591632,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
1548,False,"{'a': 0.5, 'e': 0.6894115135266424}",35,0,-266.1870471272234,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 5}",0
1549,False,"{'a': 0.5, 'e': 0.6890323322176758}",30,0,-92.38230274114338,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
1550,False,"{'a': 0.5, 'e': 0.6886529621980695}",20,8,-22.50503890472497,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1551,False,"{'a': 0.5, 'e': 0.6882734035717245}",25,15,50.16648230674438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.5, 'e': 0.6878936564425936}",30,0,-91.02801067629717,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
1553,False,"{'a': 0.5, 'e': 0.687513720914681}",20,0,-61.637118682710195,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
1554,False,"{'a': 0.5, 'e': 0.6871335970920426}",20,0,-115.56273791484172,"{0: 13, 1: 1, 2: 1, 3: 5, 4: 0}",0
1555,False,"{'a': 0.5, 'e': 0.686753285078786}",35,11,-70.9848221874335,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 2}",1
1556,False,"{'a': 0.5, 'e': 0.6863727849790698}",20,0,-106.64475075259995,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
1557,False,"{'a': 0.5, 'e': 0.685992096897105}",20,0,-66.24099075608994,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1558,False,"{'a': 0.5, 'e': 0.6856112209371537}",20,0,-135.24928671162039,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
1559,False,"{'a': 0.5, 'e': 0.6852301572035286}",30,9,-85.29785838394378,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 2}",1
1560,False,"{'a': 0.5, 'e': 0.6848489058005952}",25,0,-121.57838249135577,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
1561,False,"{'a': 0.5, 'e': 0.6844674668327698}",25,0,-31.126855992922316,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1562,False,"{'a': 0.5, 'e': 0.6840858404045198}",20,0,-68.53792013895715,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1563,False,"{'a': 0.5, 'e': 0.6837040266203643}",25,0,-138.18702367719175,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
1564,False,"{'a': 0.5, 'e': 0.6833220255848736}",25,0,-71.00414682806803,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1565,False,"{'a': 0.5, 'e': 0.6829398374026693}",25,0,-71.65192856399534,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
1566,False,"{'a': 0.5, 'e': 0.6825574621784244}",25,0,-63.24230128436802,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1567,False,"{'a': 0.5, 'e': 0.6821749000168625}",20,4,-67.35871259087665,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
1568,False,"{'a': 0.5, 'e': 0.6817921510227595}",30,10,24.320192805054333,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1569,False,"{'a': 0.5, 'e': 0.6814092153009413}",20,10,49.959686908985795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.5, 'e': 0.6810260929562859}",30,0,-165.92016641206362,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
1571,False,"{'a': 0.5, 'e': 0.6806427840937217}",25,0,-74.64555211475174,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1572,False,"{'a': 0.5, 'e': 0.6802592888182286}",20,14,42.424070460114,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.5, 'e': 0.6798756072348374}",30,0,-131.37791133229177,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
1574,False,"{'a': 0.5, 'e': 0.6794917394486301}",20,0,-64.2496820307973,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1575,False,"{'a': 0.5, 'e': 0.6791076855647392}",25,4,0.2225398222023074,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 0}",1
1576,False,"{'a': 0.5, 'e': 0.678723445688349}",20,0,-115.66080241554045,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
1577,False,"{'a': 0.5, 'e': 0.6783390199246939}",20,0,-51.295346987690834,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1578,False,"{'a': 0.5, 'e': 0.6779544083790596}",20,0,-43.222538283086884,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
1579,False,"{'a': 0.5, 'e': 0.6775696111567828}",20,0,-29.530544127373943,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1580,False,"{'a': 0.5, 'e': 0.677184628363251}",20,0,-45.293197604112315,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1581,False,"{'a': 0.5, 'e': 0.676799460103902}",20,14,5.197029593091521,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
1582,False,"{'a': 0.5, 'e': 0.6764141064842253}",30,0,-137.83649787021707,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
1583,False,"{'a': 0.5, 'e': 0.6760285676097605}",30,22,39.76799013124156,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.5, 'e': 0.6756428435860979}",25,0,-63.35821106220713,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
1585,False,"{'a': 0.5, 'e': 0.675256934518879}",20,0,-100.53689018869568,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
1586,False,"{'a': 0.5, 'e': 0.6748708405137959}",25,0,-107.40627989014375,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1587,False,"{'a': 0.5, 'e': 0.6744845616765907}",20,0,-152.5298942066987,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
1588,False,"{'a': 0.5, 'e': 0.6740980981130569}",20,4,-65.17050572874165,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 1}",1
1589,False,"{'a': 0.5, 'e': 0.6737114499290382}",25,0,-38.89753965584944,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1590,False,"{'a': 0.5, 'e': 0.6733246172304289}",30,0,-105.15527304389938,"{0: 19, 1: 1, 2: 10, 3: 0, 4: 0}",0
1591,False,"{'a': 0.5, 'e': 0.672937600123174}",25,1,-38.801639559280936,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 0}",1
1592,False,"{'a': 0.5, 'e': 0.6725503987132687}",20,0,-70.07829762072096,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1593,False,"{'a': 0.5, 'e': 0.672163013106759}",20,0,-145.69601864983935,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
1594,False,"{'a': 0.5, 'e': 0.6717754434097412}",20,0,-25.72741358374993,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1595,False,"{'a': 0.5, 'e': 0.6713876897283619}",20,0,-168.0148332883013,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
1596,False,"{'a': 0.5, 'e': 0.6709997521688184}",20,0,-87.6738599686798,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
1597,False,"{'a': 0.5, 'e': 0.6706116308373582}",20,0,-73.84811396045886,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1598,False,"{'a': 0.5, 'e': 0.6702233258402788}",20,0,-83.02864546302848,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1599,False,"{'a': 0.5, 'e': 0.6698348372839285}",25,0,-40.351785098081464,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1600,False,"{'a': 0.5, 'e': 0.6694461652747057}",20,0,-76.11522328813895,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1601,False,"{'a': 0.5, 'e': 0.669057309919059}",25,11,23.22890765367758,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1602,False,"{'a': 0.5, 'e': 0.6686682713234874}",20,8,-1.0568681736618757,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
1603,False,"{'a': 0.5, 'e': 0.6682790495945394}",25,0,-92.87111418601589,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
1604,False,"{'a': 0.5, 'e': 0.6678896448388147}",20,0,-66.23884736878539,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1605,False,"{'a': 0.5, 'e': 0.6675000571629627}",25,0,-87.92545298276012,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
1606,False,"{'a': 0.5, 'e': 0.6671102866736822}",25,0,-115.27489233280444,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
1607,False,"{'a': 0.5, 'e': 0.6667203334777232}",20,0,-24.586642673191918,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1608,False,"{'a': 0.5, 'e': 0.6663301976818851}",20,0,-87.6853002840684,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
1609,False,"{'a': 0.5, 'e': 0.6659398793930171}",30,0,-207.14369334589867,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
1610,False,"{'a': 0.5, 'e': 0.6655493787180191}",25,0,-32.023200779040444,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",1
1611,False,"{'a': 0.5, 'e': 0.6651586957638405}",30,0,-76.5061332473032,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
1612,False,"{'a': 0.5, 'e': 0.6647678306374805}",20,0,-86.52849685316176,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1613,False,"{'a': 0.5, 'e': 0.6643767834459885}",30,0,-140.24031574508868,"{0: 20, 1: 5, 2: 2, 3: 1, 4: 2}",0
1614,False,"{'a': 0.5, 'e': 0.6639855542964637}",25,0,-103.29250287845034,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1615,False,"{'a': 0.5, 'e': 0.6635941432960547}",25,0,-116.65116293064796,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
1616,False,"{'a': 0.5, 'e': 0.6632025505519608}",30,0,-117.03255552738639,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
1617,False,"{'a': 0.5, 'e': 0.66281077617143}",20,0,-68.66483370191234,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
1618,False,"{'a': 0.5, 'e': 0.6624188202617611}",30,0,-127.73560215418769,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
1619,False,"{'a': 0.5, 'e': 0.6620266829303019}",30,0,-85.72427105574663,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
1620,False,"{'a': 0.5, 'e': 0.66163436428445}",30,0,-102.80946553147287,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
1621,False,"{'a': 0.5, 'e': 0.6612418644316528}",20,0,-93.51481219379326,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
1622,False,"{'a': 0.5, 'e': 0.6608491834794075}",25,0,-59.78527290839078,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
1623,False,"{'a': 0.5, 'e': 0.6604563215352603}",20,13,52.670738880125036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.5, 'e': 0.6600632787068077}",30,0,-35.46294486636616,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",1
1625,False,"{'a': 0.5, 'e': 0.6596700551016952}",25,0,-110.75551782684947,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
1626,False,"{'a': 0.5, 'e': 0.6592766508276181}",20,0,-103.03267047832765,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1627,False,"{'a': 0.5, 'e': 0.658883065992321}",25,0,-107.82231792460567,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1628,False,"{'a': 0.5, 'e': 0.6584893007035982}",30,0,-87.52002457119684,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
1629,False,"{'a': 0.5, 'e': 0.6580953550692931}",25,0,-100.72546944080354,"{0: 19, 1: 0, 2: 2, 3: 4, 4: 0}",0
1630,False,"{'a': 0.5, 'e': 0.6577012291972988}",30,10,-35.66298503824412,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
1631,False,"{'a': 0.5, 'e': 0.6573069231955573}",30,0,-82.03034193513164,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
1632,False,"{'a': 0.5, 'e': 0.6569124371720606}",30,0,-123.38237861787636,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
1633,False,"{'a': 0.5, 'e': 0.6565177712348496}",25,0,-75.190005501939,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
1634,False,"{'a': 0.5, 'e': 0.6561229254920142}",20,0,-112.03312573868742,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
1635,False,"{'a': 0.5, 'e': 0.6557279000516942}",25,0,-84.61203755204386,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
1636,False,"{'a': 0.5, 'e': 0.6553326950220784}",35,0,-85.2021115142281,"{0: 28, 1: 2, 2: 3, 3: 2, 4: 0}",0
1637,False,"{'a': 0.5, 'e': 0.6549373105114042}",25,3,8.392488158054874,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",1
1638,False,"{'a': 0.5, 'e': 0.654541746627959}",25,4,10.246291378143113,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
1639,False,"{'a': 0.5, 'e': 0.6541460034800791}",20,14,50.0153512486827,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.5, 'e': 0.6537500811761492}",20,6,0.18225973839814458,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
1641,False,"{'a': 0.5, 'e': 0.6533539798246042}",20,0,-72.57185639978661,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
